,BA,Conc,Fasted/Fed,Serum/Plasma,Analysis Technique,Healthy/Unhealthy,Exact Analysis Technique,Starting Volume,Average Age,Number of Patients,Protein Precipitation,NAFLD/NASH/Cirrhosis,Liver/Non-Liver
2872,T-UDCA,,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
2873,T-UDCA,,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
2874,T-UDCA,,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
2875,T-UDCA,0.3608,Fasted,Plasma,LC-MS,Normal,UPLC-ESI-MS,50.0,,21.0,Sodium Hydroxide,Normal,Healthy
2876,T-UDCA,1.73,Fasted,Plasma,LC-MS,Unhealthy,UPLC-ESI-MS,50.0,,21.0,Sodium Hydroxide,,
2877,T-UDCA,0.65,Fasted,Plasma,LC-MS,Unhealthy,UPLC-ESI-MS,50.0,,21.0,Sodium Hydroxide,,
2878,T-UDCA,0.46,Fasted,Plasma,LC-MS,Unhealthy,UPLC-ESI-MS,50.0,,21.0,Sodium Hydroxide,,
2879,T-UDCA,0.43,Fasted,Plasma,LC-MS,Unhealthy,UPLC-ESI-MS,50.0,,21.0,Sodium Hydroxide,,
2880,T-UDCA,3997.6,Fasted,Serum,LC-MS,Unhealthy,UHPLC-TQ-TOFMS,100.0,55.9,40.0,Methanol:Acetonitrile,Cirrhosis,Liver
2881,T-UDCA,12.1,Fasted,Serum,LC-MS,Unhealthy,UHPLC-TQ-TOFMS,100.0,52.6,45.0,Methanol:Acetonitrile,,Liver
2882,T-UDCA,10.0,Fasted,Serum,LC-MS,Unhealthy,UHPLC-TQ-TOFMS,100.0,48.1,42.0,Methanol:Acetonitrile,,Liver
2883,T-UDCA,3.8,Fasted,Serum,LC-MS,Normal,UHPLC-TQ-TOFMS,100.0,39.0,40.0,Methanol:Acetonitrile,Normal,Healthy
2884,T-UDCA,4.3,Fasted,Serum,LC-MS,Unhealthy,UHPLC-TQ-TOFMS,100.0,39.8,41.0,Methanol:Acetonitrile,NAFLD,Liver
2885,T-UDCA,,Fasted,Plasma,LC-MS,Normal,HPLC-MS/MS,250.0,,,Acetonitrile,Normal,Healthy
2886,T-UDCA,,Fasted,Plasma,LC-MS,Unhealthy,HPLC-MS/MS,250.0,,,Acetonitrile,NASH,Liver
2887,T-UDCA,2.0,Fasted,Serum,LC-MS,Normal,UPLC-MS,50.0,,11.0,Methanol,Normal,Healthy
2888,T-UDCA,1.0,Fasted,Serum,LC-MS,Normal,UPLC-MS,50.0,,11.0,Methanol,Normal,Healthy
2889,T-UDCA,9.5,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,10.0,33.0,75.0,,Normal,Healthy
2890,T-UDCA,9.2,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,10.0,55.0,71.0,,Normal,Healthy
2891,T-UDCA,10.5,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,10.0,55.0,95.0,,Normal,Healthy
2892,T-UDCA,14.0,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,50.0,49.0,12.0,Acetonitrile,Normal,Healthy
2893,T-UDCA,0.3,Fed,Serum,LC-MS,Normal,HPLC-MS/MS,50.0,40.0,62.0,Acetonitrile,Normal,Healthy
2894,T-UDCA,2.0,Fed,Serum,LC-MS,Normal,HPLC-MS/MS,50.0,45.0,25.0,Acetonitrile,Normal,Healthy
2895,T-UDCA,3.0,Fed,Serum,LC-MS,Normal,HPLC-MS/MS,50.0,49.0,12.0,Acetonitrile,Normal,Healthy
2896,T-UDCA,2.0,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,50.0,40.0,62.0,Acetonitrile,Normal,Healthy
2897,T-UDCA,6.0,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,50.0,45.0,25.0,Acetonitrile,Normal,Healthy
2898,T-UDCA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,1000.0,62.0,5.0,,,Non-Liver
2899,T-UDCA,,Fasted,Plasma,LC-MS,Normal,HPLC-MS,100.0,53.0,35.0,Acetonitrile,Normal,Healthy
2900,T-UDCA,,Fasted,Plasma,LC-MS,Normal,HPLC-MS,100.0,46.0,200.0,Acetonitrile,Normal,Healthy
2901,T-UDCA,,Fasted,Serum,Capillary Electrophoresis,Normal,Capillary Electrophoresis,2000.0,,23.0,,Normal,
2902,T-UDCA,,Fasted,Serum,Capillary Electrophoresis,Unhealthy,Capillary Electrophoresis,2000.0,,15.0,,,
2903,T-UDCA,,Fasted,Serum,Capillary Electrophoresis,Unhealthy,Capillary Electrophoresis,2000.0,31.0,9.0,,Cholestasis,Liver
2904,T-UDCA,,Fasted,Serum,Capillary Electrophoresis,Unhealthy,Capillary Electrophoresis,2000.0,27.0,23.0,,Cholestasis,Liver
2905,T-UDCA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,1000.0,61.0,10.0,,,Non-Liver
2906,T-UDCA,,Fasted,Plasma,LC-MS,Normal,HPLC-MS/MS,50.0,29.0,7.0,Methanol,,Non-Liver
2907,T-UDCA,,Fasted,Plasma,LC-MS,Unhealthy,HPLC-MS/MS,50.0,29.0,7.0,Methanol,,Non-Liver
2908,T-UDCA,130.0,Fed,Serum,LC-MS,Unhealthy,HPLC-MS,100.0,,50.0,Sodium Hydroxide,Cholestasis,Liver
2909,T-UDCA,,Fed,Plasma,GC-MS,Normal,GC-MS,,33.4,11.0,,Normal,Healthy
2910,T-UDCA,,Fed,Plasma,GC-MS,Unhealthy,GC-MS,,35.1,11.0,,,
2911,T-UDCA,,Fed,Plasma,GC-MS,Normal,GC-MS,,33.4,11.0,,Normal,Healthy
2912,T-UDCA,,Fed,Plasma,GC-MS,Normal,GC-MS,,33.4,11.0,,Normal,Healthy
2913,T-UDCA,,Fed,Plasma,GC-MS,Unhealthy,GC-MS,,35.1,11.0,,,
2914,T-UDCA,,Fasted,Plasma,GC-MS,Unhealthy,GC-MS,,35.1,11.0,,,
2915,T-UDCA,,Fasted,Plasma,GC-MS,Normal,GC-MS,,33.4,11.0,,Normal,Healthy
2916,T-UDCA,,Fed,Plasma,GC-MS,Unhealthy,GC-MS,,35.1,11.0,,,
2917,T-UDCA,27.21,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,100.0,54.4,12.0,Formic Acid,,Liver
2918,T-UDCA,34.67,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,100.0,37.7,6.0,Formic Acid,Cholestasis,Liver
2919,T-UDCA,5.29,Fasted,Serum,LC-MS,Normal,LC-MS/MS,100.0,44.2,30.0,Formic Acid,Normal,Healthy
2920,T-UDCA,5.01,Fasted,Serum,LC-MS,Normal,LC-MS/MS,100.0,52.1,30.0,Formic Acid,Normal,Healthy
2921,T-UDCA,,Unknown,Plasma,LC-MS,Unknown,UPLC-TQMS,,76.3,10.0,,Normal,Healthy
2922,T-UDCA,,Unknown,Plasma,LC-MS,Unknown,UPLC-TQMS,,77.6,10.0,,Normal,Healthy
2923,T-UDCA,,Fasted,Serum,LC-MS,Unknown,UPLC-TQMS,500.0,45.0,30.0,Acetonitrile,Normal,Healthy
2924,T-UDCA,,Fasted,Serum,LC-MS,Unknown,UPLC-TQMS,500.0,45.0,30.0,Acetonitrile,Normal,Healthy
2925,T-UDCA,11.0,Fasted,Plasma,LC-MS,Unhealthy,HPLC-MS/MS,50.0,38.2,17.0,Methanol,NASH,Liver
2926,T-UDCA,19.0,Fasted,Plasma,LC-MS,Unhealthy,HPLC-MS/MS,50.0,49.3,58.0,Methanol,NASH,Liver
2927,T-UDCA,10.0,Fasted,Plasma,LC-MS,Normal,HPLC-MS/MS,50.0,38.5,85.0,Methanol,Normal,Healthy
2928,T-UDCA,5.0,Fasted,Plasma,LC-MS,Normal,HPLC-MS/MS,50.0,47.1,59.0,Methanol,Normal,Healthy
2929,T-UDCA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,1000.0,52.0,9.0,,,Non-Liver
2930,T-UDCA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,1000.0,56.0,20.0,,,Non-Liver
2931,T-UDCA,0.0,Fasted,Plasma,LC-MS,Normal,UPLC-MS/MS,50.0,59.7,15.0,Acetonitrile,Normal,Healthy
2932,T-UDCA,0.0,Fasted,Plasma,LC-MS,Normal,UPLC-MS/MS,50.0,59.4,15.0,Acetonitrile,,
2933,T-UDCA,,Fasted,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,5.0,,Normal,Healthy
2934,T-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,5.0,,Normal,Healthy
2935,T-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,5.0,,Normal,Healthy
2936,T-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,5.0,,Normal,Healthy
2937,T-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,5.0,,Normal,Healthy
2938,T-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,5.0,,Normal,Healthy
2939,T-UDCA,,Fasted,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
2940,T-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
2941,T-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
2942,T-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
2943,T-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
2944,T-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
2945,T-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
2946,T-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
2947,T-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
2948,T-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
2949,T-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
2950,T-UDCA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,1000.0,35.0,7.0,,,Non-Liver
2951,T-UDCA,,Fed,Serum,GC-MS,Unhealthy,GC-MS,1000.0,35.0,7.0,,,Non-Liver
2952,T-UDCA,,Fed,Serum,GC-MS,Unhealthy,GC-MS,1000.0,35.0,7.0,,,Non-Liver
2953,T-UDCA,,Fed,Serum,GC-MS,Unhealthy,GC-MS,1000.0,35.0,7.0,,,Non-Liver
2954,T-UDCA,,Fed,Serum,GC-MS,Unhealthy,GC-MS,1000.0,35.0,7.0,,,Non-Liver
2955,T-UDCA,,Fed,Serum,GC-MS,Unhealthy,GC-MS,1000.0,35.0,7.0,,,Non-Liver
2956,T-UDCA,14.0,Both,Plasma,LC-MS,Unhealthy,LC-MS/MS,50.0,59.1,233.0,Methanol,HCC,Liver
2957,T-UDCA,3.9,Both,Plasma,LC-MS,Both,LC-MS/MS,50.0,59.1,233.0,Methanol,Normal,Healthy
2958,T-UDCA,25.2,Unknown,Serum,LC-MS,Unhealthy,LC-MS/MS,,51.3,185.0,,HCC,Liver
2959,T-UDCA,20.39,Unknown,Serum,LC-MS,Unhealthy,LC-MS/MS,,54.4,96.0,,HCC,Liver
2960,T-UDCA,14.13,Unknown,Serum,LC-MS,Unhealthy,LC-MS/MS,,50.7,161.0,,,Liver
2961,T-UDCA,16.47,Unknown,Serum,LC-MS,Unhealthy,LC-MS/MS,,54.5,96.0,,,Liver
2962,T-UDCA,2.5,Both,Plasma,LC-MS,Unknown,UPLC-MRM-MS,50.0,57.5,569.0,Methanol,,
2963,T-UDCA,2.5,Both,Plasma,LC-MS,Unhealthy,UPLC-MRM-MS,50.0,57.5,569.0,Methanol,,Non-Liver
2964,T-UDCA,190.0,Fed,Serum,LC-MS,Unhealthy,HPLC-MS/MS,300.0,29.4,33.0,Formic Acid,Cholestasis,Liver
2965,T-UDCA,140.0,Fed,Serum,LC-MS,Unhealthy,HPLC-MS/MS,300.0,27.9,28.0,Formic Acid,Cholestasis,Liver
2966,T-UDCA,110.0,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,300.0,28.7,35.0,Formic Acid,Normal,Healthy
2967,T-UDCA,74.9,Fasted,Serum,LC-MS,Unhealthy,HPLC-MS/MS,100.0,64.0,17.0,Formic Acid,Cholestasis,Liver
2968,T-UDCA,97.6,Fasted,Serum,LC-MS,Unhealthy,HPLC-MS/MS,100.0,64.0,17.0,Formic Acid,Cholestasis,Liver
2969,T-UDCA,5.0,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,100.0,,40.0,Formic Acid,Normal,Healthy
2970,T-UDCA,3.6621973183910352,Fasted,Serum,LC-MS,Normal,UPLC-MS/MS,50.0,,138.0,Methanol,Normal,Healthy
2971,T-UDCA,4.102461476886131,Fasted,Serum,LC-MS,Normal,UPLC-MS/MS,50.0,,364.0,Methanol,Normal,Healthy
2972,T-UDCA,,Fasted,Serum,GC-MS,Normal,GC-MS,,,15.0,,Normal,Healthy
2973,T-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,,,15.0,,Normal,Healthy
2974,T-UDCA,1614.0,Unknown,Plasma,LC-MS,Unhealthy,LC-MS/MS,250.0,,,Acetonitrile,Cholestasis,Liver
2975,T-UDCA,8.0,Unknown,Plasma,LC-MS,Normal,LC-MS/MS,250.0,,,Acetonitrile,Normal,Healthy
2976,T-UDCA,15.0,Fed,Plasma,LC-MS,Normal,UPLC-MS,50.0,33.5,10.0,Methanol,Normal,Healthy
2977,T-UDCA,11.0,Fed,Serum,LC-MS,Normal,UPLC-MS,50.0,37.5,9.0,Methanol,Normal,Healthy
2978,T-UDCA,15.88,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,41.17,48.0,Methanol,NASH,Liver
2979,T-UDCA,2.13,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,41.17,48.0,Methanol,NASH,Liver
2980,T-UDCA,29.08,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,46.71,24.0,Methanol,NAFL,Liver
2981,T-UDCA,2.17,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,46.71,24.0,Methanol,NAFL,Liver
2982,T-UDCA,0.96,Fasted,Serum,LC-MS,Normal,UPLC-TQMS,50.0,40.4,15.0,Methanol,Normal,Healthy
2983,T-UDCA,,Fasted,Serum,GLC,Normal,GLC,2000.0,28.1,29.0,,Normal,Healthy
2984,T-UDCA,,Fasted,Serum,GLC,Unhealthy,GLC,2000.0,28.59,61.0,,Cholestasis,Liver
2985,T-UDCA,,Fasted,Serum,HPLC,Normal,HPLC,,,5.0,,Normal,Healthy
2986,T-UDCA,,Fasted,Serum,HPLC,Unhealthy,HPLC,,56.4,12.0,,,Liver
2987,T-UDCA,,Fasted,Serum,HPLC,Unhealthy,HPLC,,56.4,12.0,,,Liver
2988,T-UDCA,,Fasted,Serum,HPLC,Unhealthy,HPLC,,42.7,6.0,,Cholestasis,Liver
2989,T-UDCA,,Fasted,Serum,HPLC,Unhealthy,HPLC,,42.7,6.0,,Cholestasis,Liver
2990,T-UDCA,30.0,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,,16.0,105.0,,Normal,Healthy
2991,T-UDCA,0.0,Fasted,Serum,LC-MS,Unhealthy,HPLC-MS/MS,,12.0,,,NAFLD,Liver
2992,T-UDCA,0.0,Fasted,Serum,LC-MS,Unhealthy,HPLC-MS/MS,,10.0,,,NAFLD,Liver
2993,T-UDCA,0.9,Fasted,Serum,LC-MS,Normal,UPLC-TQMS,50.0,70.5,20.0,Methanol,Normal,Healthy
2994,T-UDCA,4.55,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,71.5,30.0,Methanol,NAFL,Liver
2995,T-UDCA,3.4,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,75.0,17.0,Methanol,NAFL,Liver
2996,T-UDCA,1.8,Fasted,Serum,LC-MS,Normal,UPLC-TQMS,50.0,67.0,36.0,Methanol,Normal,Healthy
2997,T-UDCA,,Fasted,Serum,HPLC,Unhealthy,HPLC,,51.0,36.0,,,Liver
2998,T-UDCA,,Fasted,Serum,GC-MS,Normal,GC-MS,500.0,,,,Normal,Healthy
2999,T-UDCA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,500.0,51.0,7.0,,,Non-Liver
3000,T-UDCA,,Fed,Serum,LC-MS,Normal,LC-MS/MS,,12.8,11.0,,Normal,Healthy
3001,T-UDCA,,Fed,Serum,LC-MS,Unhealthy,LC-MS/MS,,13.7,16.0,,NASH,Liver
3002,T-UDCA,2.7,Unknown,Serum,LC-MS,Normal,LC-MS/MS,50.0,,,Methanol,Normal,Healthy
3003,T-UDCA,,Fasted,Plasma,LC-MS,Unhealthy,UPLC-MS,100.0,58.0,37.0,Methanol,NASH,Liver
3004,T-UDCA,,Fasted,Plasma,LC-MS,Unhealthy,UPLC-MS,100.0,54.6,25.0,Methanol,NAFL,Liver
3005,T-UDCA,,Fasted,Plasma,LC-MS,Normal,UPLC-MS,100.0,39.2,24.0,Methanol,Normal,Healthy
3006,T-UDCA,6.18,Fasted,Serum,LC-MS,Normal,UPLC-MS/MS,100.0,,90.0,Acetonitrile,Normal,Healthy
3007,T-UDCA,,Fasted,Plasma,LC-MS,Normal,LC-MS/MS,25.0,46.0,12.0,Trichloroacetic Acid,Normal,Healthy
3008,T-UDCA,,Fasted,Serum,GLC,Normal,Capillary Gas Chromatography,2000.0,,10.0,,Normal,Healthy
3009,T-UDCA,,Fasted,Serum,GLC,Unhealthy,Capillary Gas Chromatography,2000.0,,10.0,,,Non-Liver
3010,T-LCA,16.9,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,48.0,7.0,Methanol,NASH,Liver
3011,T-LCA,3.5,Fed,Serum,LC-MS,Normal,UPLC-TQMS,50.0,,15.0,Methanol,Normal,Healthy
3012,T-LCA,4.0,Fed,Serum,LC-MS,Normal,UPLC-TQMS,50.0,,15.0,Methanol,Normal,Healthy
3013,T-LCA,15.1,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,48.0,7.0,Methanol,NASH,Liver
3014,T-LCA,3.8,Fed,Serum,LC-MS,Normal,UPLC-TQMS,50.0,,15.0,Methanol,Normal,Healthy
3015,T-LCA,11.2,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,48.0,7.0,Methanol,NASH,Liver
3016,T-LCA,9.5,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,48.0,7.0,Methanol,NASH,Liver
3017,T-LCA,3.2,Fed,Serum,LC-MS,Normal,UPLC-TQMS,50.0,,15.0,Methanol,Normal,Healthy
3018,T-LCA,12.1,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,48.0,7.0,Methanol,NASH,Liver
3019,T-LCA,1.3,Fasted,Serum,LC-MS,Normal,UPLC-TQMS,50.0,,15.0,Methanol,Normal,Healthy
3020,T-LCA,6.0,Fasted,Serum,LC-MS,Unknown,LC-MS/MS,,74.7,305.0,,,
3021,T-LCA,5.0,Fasted,Serum,LC-MS,Unknown,LC-MS/MS,,71.12,284.0,,,
3022,T-LCA,5.0,Fasted,Serum,LC-MS,Unknown,LC-MS/MS,,73.95,505.0,,,
3023,T-LCA,5.0,Fasted,Serum,LC-MS,Unknown,LC-MS/MS,,84.58,370.0,,,
3024,T-LCA,4.0,Fasted,Serum,LC-MS,Unknown,LC-MS/MS,,72.18,98.0,,,
3025,T-LCA,1.0,Fasted,Plasma,LC-MS,Both,UPLC-MS/MS,50.0,47.5,33.0,Methanol,,
3026,T-LCA,20.0,Unknown,Plasma,LC-MS,Unhealthy,UPLC-MS/MS,50.0,60.9,42.0,Methanol,,Non-Liver
3027,T-LCA,14.0,Unknown,Plasma,LC-MS,Unhealthy,UPLC-MS/MS,50.0,52.3,19.0,Methanol,HCC,Liver
3028,T-LCA,10.0,Unknown,Plasma,LC-MS,Unhealthy,UPLC-MS/MS,50.0,57.9,120.0,Methanol,,Non-Liver
3029,T-LCA,10.0,Unknown,Plasma,LC-MS,Unhealthy,UPLC-MS/MS,50.0,62.4,28.0,Methanol,,Non-Liver
3030,T-LCA,9.0,Unknown,Plasma,LC-MS,Normal,UPLC-MS/MS,50.0,39.9,120.0,Methanol,Normal,Healthy
3031,T-LCA,17.6,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,20.0,66.5,20.0,Ethanol,,Non-Liver
3032,T-LCA,14.0,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,20.0,58.0,29.0,Ethanol,,Liver
3033,T-LCA,14.5,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,20.0,59.9,67.0,Ethanol,,Liver
3034,T-LCA,10.9,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,20.0,61.0,21.0,Ethanol,,Liver
3035,T-LCA,9.5,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,20.0,62.5,13.0,Ethanol,NAFLD,Liver
3036,T-LCA,5.7,Fasted,Serum,LC-MS,Normal,LC-MS/MS,20.0,,46.0,Ethanol,Normal,Healthy
3037,T-LCA,,Fed,Serum,LC-MS,Unhealthy,LC-MS/MS,50.0,46.4,331.0,Acetonitrile,,
3038,T-LCA,,Both,Serum,LC-MS,Normal,LC-MS/MS,50.0,48.2,314.0,Acetonitrile,Normal,Healthy
3039,T-LCA,,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,60.9,27.0,Methanol,NASH,Liver
3040,T-LCA,,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,48.4,45.0,Methanol,NASH,Liver
3041,T-LCA,,Fed,Serum,LC-MS,Normal,UPLC-TQMS,50.0,52.8,40.0,Methanol,Normal,Healthy
3042,T-LCA,,Fed,Serum,LC-MS,Normal,UPLC-TQMS,50.0,54.5,20.0,Methanol,Normal,Healthy
3043,T-LCA,,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,59.9,42.0,Methanol,NAFL,Liver
3044,T-LCA,,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,50.0,51.0,Methanol,NAFL,Liver
3045,T-LCA,,Unknown,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,66.3,100.0,Methanol,HCC,Liver
3046,T-LCA,,Unknown,Serum,LC-MS,Normal,UPLC-TQMS,50.0,66.4,100.0,Methanol,Normal,Healthy
3047,T-LCA,,Fasted,Serum,LC-MS,Normal,LC-ESI-MS/MS,20.0,,,Ethanol:H2O,Normal,
3048,T-LCA,,Fasted,Serum,LC-MS,Unhealthy,LC-ESI-MS/MS,20.0,,,Ethanol:H2O,NAFLD,Liver
3049,T-LCA,,Fasted,Serum,LC-MS,Unhealthy,LC-ESI-MS/MS,20.0,,,Ethanol:H2O,NAFLD,Liver
3050,T-LCA,1.0,Fasted,Plasma,LC-MS,Normal,LC-MS/MS,50.0,40.5,26.0,Methanol,Normal,Healthy
3051,T-LCA,1.0,Fasted,Plasma,LC-MS,Unhealthy,LC-MS/MS,50.0,41.3,32.0,Methanol,NASH,Liver
3052,T-LCA,13.63,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,56.78,37.0,Methanol,,Liver
3053,T-LCA,3.79,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,61.3,57.0,Methanol,Cirrhosis,Liver
3054,T-LCA,1.99,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,34.07,400.0,Methanol,,Liver
3055,T-LCA,1.62,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,40.4,11.0,Methanol,,Liver
3056,T-LCA,1.12,Fasted,Serum,LC-MS,Normal,UPLC-TQMS,50.0,38.92,153.0,Methanol,Normal,Healthy
3057,T-LCA,1.44,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,44.8,214.0,Methanol,NASH,Liver
3058,T-LCA,,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,500.0,,,Acetonitrile,,
3059,T-LCA,,Fasted,Serum,LC-MS,Normal,LC-MS/MS,500.0,,,Acetonitrile,Normal,Healthy
3060,T-LCA,,Fasted,Serum,LC-MS,Normal,LC-MS/MS,500.0,,,Acetonitrile,Normal,Healthy
3061,T-LCA,5.0,Unknown,Plasma,LC-MS,Unknown,UHPLC-MS,,78.0,30.0,,,
3062,T-LCA,8.0,Unknown,Plasma,LC-MS,Unknown,UHPLC-MS,,77.0,30.0,,,
3063,T-LCA,11.0,Unknown,Plasma,LC-MS,Unknown,UHPLC-MS,,79.0,20.0,,,
3064,T-LCA,,Fasted,Plasma,LC-MS,Both,LC-MS/MS,50.0,56.0,205.0,Methanol,,
3065,T-LCA,4.6,Fasted,Plasma,LC-MS,Unhealthy,HPLC-MS/MS,20.0,52.3,102.0,Methanol,NAFLD,Liver
3066,T-LCA,4.4,Fasted,Plasma,LC-MS,Normal,HPLC-MS/MS,20.0,,,Methanol,Normal,Healthy
3067,T-LCA,,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,,54.3,251.0,,NAFLD,Liver
3068,T-LCA,,Fasted,Serum,LC-MS,Normal,LC-MS/MS,,56.9,164.0,,Normal,Healthy
3069,T-LCA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,500.0,58.0,7.0,,,Non-Liver
3070,T-LCA,,Fasted,Serum,GC-MS,Normal,GC-MS,500.0,,15.0,,Normal,Healthy
3071,T-LCA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,500.0,,8.0,,,Liver
3072,T-LCA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,500.0,,8.0,,Cirrhosis,Liver
3073,T-LCA,,Fasted,Serum,GLC,Normal,Capilliary gas-liquid chromatography,,,,,Normal,Healthy
3074,T-LCA,,Fed,Serum,GLC,Normal,Capilliary gas-liquid chromatography,,,,,Normal,Healthy
3075,T-LCA,,Fasted,Serum,GLC,Unhealthy,Capilliary gas-liquid chromatography,,48.6,43.0,,Cirrhosis,Liver
3076,T-LCA,,Fed,Serum,GLC,Unhealthy,Capilliary gas-liquid chromatography,,48.6,43.0,,Cirrhosis,Liver
3077,T-LCA,,Fed,Plasma,LC-MS,Normal,HPLC-MS/MS,100.0,30.1,71.0,Acetonitrile,Normal,Healthy
3078,T-LCA,,Fed,Plasma,LC-MS,Normal,HPLC-MS/MS,100.0,30.1,71.0,Acetonitrile,Normal,Healthy
3079,T-LCA,,Fasted,Plasma,LC-MS,Normal,HPLC-MS/MS,100.0,30.1,71.0,Acetonitrile,Normal,Healthy
3080,T-LCA,,Fed,Plasma,LC-MS,Normal,HPLC-MS/MS,100.0,30.1,71.0,Acetonitrile,Normal,Healthy
3081,T-LCA,,Fed,Plasma,LC-MS,Normal,HPLC-MS/MS,100.0,30.1,71.0,Acetonitrile,Normal,Healthy
3082,T-LCA,,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
3083,T-LCA,,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
3084,T-LCA,,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
3085,T-LCA,,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
